WISEID,Answer,KIScore
139542,The solar oven is man-made and uses reflective materials to absorb as much sunlight as possible. The Earth does not use any reflective material to absorb sunlight. ,3
139540,"The solar oven would absorb energy from the sun, the greenhouse is similar to a solar oven, because it keep the energy inside of the greenhouse, they would not reflect as much energy as the earth.",4
139866,These two pictures both go through barrier before reaches the plant or the Earth. They both create heat also.,3
139544,"1. Both pictures trap heat like solar ovens do.†
2. Both have a source of energy that enters through a glass and that energy in the form of heat cannot escape.",5
139864,They are both similar because they use the sun's natural energy to heat up things inside of its barrier. ,4
139863,"They both trap in heat such as a oven.
They both use the energy from the sun.  ",5
139495,The pictures are similar because the sun's radiation is trapped and used as a source of energy. The solar oven also has a glass like material that takes the light from the sun.,5
139494,"Pictures A and B are similar to a solar oven because a solar oven absorbs heat but then traps it so that an object can be heated. Similarly, a greenhouse the greenhouse effect have the same process. Also, a greenhouse has glass to trap heat, the greenhouse effect has the atmosphere, and a solar oven has metal and glass that trap heat.",4
139492,"Both a greenhouse and a solar oven absorb heat from the sun to heat whatever that is inside. However, unlike the atmosphere of the Earth, a solar oven does not release the heat. ",2
139824,Picture A is similar because a solar oven needs heat to come in and to keep the heat in and not going back out so the food will cook and stay warm. Picture B has a similar effect with the atmosphere where heat gets stuck and trapped. ,4
139482,"1. We will not be using the atmosphere to trap heat in our oven, we will probably us glass or something that lets in radiation but traps the heat. 
2. The insides of our solar oven will probably be much hotter than our atmosphere thus it needs to be enclosed. ",4
139493,"1. They both are able to absorb the heat.

2. They both trap heat.",4
139483,"1. They both absorb energy/radiation from the sun to keep a certain area warm. 
-like how a solar oven absorbs the suns radiation to cook something or keep it warm. 
2. Both the pictures has some sort of material to keep the warm from the sun from escaping which is what the class will try to do for the solar ovens. ",5
139834,They both take in heat and trap it. A solar oven has properties that does not allow heat to leave.,4
139515,One reason is that a solar oven also uses the greenhouse effect to heat up the inside. The second reason is that a solar oven uses panels that allow certain light to go through while keeping infrared radiation inside.,4
139831,Both are similar to a solar oven because a solar oven is able to let heat energy in and retain most of that energy. ,5
139525,They are both similar to a solar oven because they trap air in. The solar oven uses the concept of trapping heat in order to cook something.,4
139514,Both pictures are similar to a solar oven because they both use the greenhouse effect to increase the temperatures of the inside. They have the glass/atmosphere to trap in the energy from the sun.,5
139520,"Both pictures are similar to the solar oven. In picture A, the glass panel is similar to a solar oven because in a solar oven, the solar panel takes in energy which serves as heat. In picture B, the atmosphere takes in the energy from sun onto earth like the energy from the sun to the solar panel to heat up an oven.",4
